Material;Texto breve de material;Centro;Depósito;Tipo de movimento;Estoque especial;Doc.material;Item doc.material;Data de lançamento;Qtd.  UM registro;UM registro;Centro custo;Montante em MI;Pedido;Lote;Nome do usuário
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4906214548;1;19/03/2018;-0,643;KIT;;-17,24;;0000123723;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4906150564;9;19/03/2018;4;KIT;;0,00;5500000029;0000131383;F01851941177
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4906149527;39;19/03/2018;9;PAC;;0,00;5500000029;0000131910;F01851941177
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4906149527;36;19/03/2018;2;PAC;;0,00;5500000029;0000126547;F01851941177
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4906149186;42;19/03/2018;6;PAC;;0,00;5500000029;0000131910;F01851941177
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4906222527;1;18/03/2018;-0,180;KIT;;-4,95;;0000123723;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4906222522;1;17/03/2018;-0,765;KIT;;-21,06;;0000123723;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4906222516;1;16/03/2018;-0,788;KIT;;-21,69;;0000123723;F22144924880
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4905895875;27;16/03/2018;26;PAC;;0,00;5500000029;0000126547;F01851941177
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4905881936;1;15/03/2018;-0,210;KIT;;-5,46;;0000123723;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4905895413;1;15/03/2018;-0,495;KIT;;-12,88;;0000123723;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4905692895;9;14/03/2018;2;KIT;;0,00;5500000029;0000123723;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4905780354;1;14/03/2018;-0,790;KIT;;-20,55;;0000123723;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4905694257;45;14/03/2018;6;PAC;;0,00;5500000029;0000126547;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4905678566;1;13/03/2018;-0,003;KIT;;-0,08;;0000123723;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4905678635;1;13/03/2018;-0,249;KIT;;-6,42;;0000123723;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4905895378;1;13/03/2018;-0,504;KIT;;-13,11;;0000123723;F22144924880
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4905596001;1;13/03/2018;-42;PAC;P01181D386;-483,68;;0000126547;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4905598542;1;12/03/2018;-0,300;KIT;;-7,73;;0000123723;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4905585719;1;12/03/2018;-0,270;KIT;;-6,96;;0000123723;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4905519955;9;12/03/2018;3;KIT;;0,00;5500000029;0000123723;F01851941177
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4905508255;1;11/03/2018;-0,190;KIT;;-4,82;;0000123723;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4905449893;1;10/03/2018;-0,650;KIT;;-16,48;;0000123723;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4905359258;1;09/03/2018;-1,443;KIT;;-36,59;;0000123723;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4905270826;9;09/03/2018;3;KIT;;0,00;5500000029;0000123723;F03267469198
10000158;CTR ANTI-HCV PC ELEC 3ML ROCHE;D386;ALMX;101;;4905267335;15;09/03/2018;1;KIT;;0,00;5500000029;0000118805;F01851941177
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4905598538;1;08/03/2018;-1,448;KIT;;-37,33;;0000123723;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4905520620;1;07/03/2018;-0,447;KIT;;-11,52;;0000123723;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4905161145;1;07/03/2018;-0,003;KIT;;-0,07;;0000123723;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4905161157;1;07/03/2018;-1,063;KIT;;-26,36;;0000123723;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4904990190;9;06/03/2018;1;KIT;;0,00;5500000029;0000123723;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4905072906;1;06/03/2018;-1,563;KIT;;-38,75;;0000123723;SVC_JOBS
10000158;CTR ANTI-HCV PC ELEC 3ML ROCHE;D386;ALMX;201;;4904989668;3;06/03/2018;-1;KIT;P01031D386;-62,59;;0000118805;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4904992908;1;05/03/2018;-1,138;KIT;;-28,22;;0000123723;F22144924880
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4904923184;33;05/03/2018;10;PAC;;0,00;5500000029;0000126547;F01851941177
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4904923829;36;05/03/2018;5;PAC;;0,00;5500000029;0000126547;F01851941177
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4904917506;1;04/03/2018;-0,089;KIT;;-2,19;;0000123723;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4904992900;1;04/03/2018;-0,164;KIT;;-4,07;;0000123723;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4904866366;1;03/03/2018;-1,133;KIT;;-27,88;;0000123723;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4904786313;1;02/03/2018;-0,778;KIT;;-19,14;;0000123723;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4904680388;1;01/03/2018;-1,014;KIT;;-24,95;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4904992887;1;01/03/2018;-0,069;KIT;;-1,71;;0000123723;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4904604434;9;01/03/2018;4;KIT;;0,00;5500000029;0000123723;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4904591012;1;28/02/2018;-0,003;KIT;;-0,07;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4904591018;1;28/02/2018;-0,723;KIT;;-17,17;;0000114342;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4904509590;48;28/02/2018;27;PAC;;0,00;5500000029;0000126547;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4904492887;1;27/02/2018;-0,680;KIT;;-16,14;;0000114342;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4904413479;1;27/02/2018;-25;PAC;P01181D386;-289,99;;0000125886;F92465544187
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4904413479;2;27/02/2018;-47;PAC;P01181D386;-545,19;;0000126547;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4904333921;6;26/02/2018;1;KIT;;0,00;5500000029;0000123723;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4904331653;9;26/02/2018;3;KIT;;0,00;5500000029;0000123723;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4904398849;1;26/02/2018;-0,633;KIT;;-15,03;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4904412672;1;25/02/2018;-0,185;KIT;;-4,39;;0000114342;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4904262061;1;24/02/2018;-0,242;KIT;;-5,57;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4904412667;1;24/02/2018;-0,421;KIT;;-10,00;;0000114342;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4904171705;1;23/02/2018;-0,003;KIT;;-0,07;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4904171783;1;23/02/2018;-0,705;KIT;;-16,24;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4903978435;9;22/02/2018;2;KIT;;0,00;5500000029;0000123723;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4904071540;1;22/02/2018;-0,718;KIT;;-16,54;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4903971156;1;21/02/2018;-0,708;KIT;;-15,97;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4903793193;12;20/02/2018;1;KIT;;0,00;5500000029;0000114342;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4903793193;15;20/02/2018;2;KIT;;0,00;5500000029;0000123723;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4903872791;1;20/02/2018;-0,740;KIT;;-16,69;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4903767193;1;19/02/2018;-0,890;KIT;;-19,24;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4903699827;1;18/02/2018;-0,188;KIT;;-4,06;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4903653254;1;17/02/2018;-1,103;KIT;;-23,85;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4903653239;1;17/02/2018;-0,003;KIT;;-0,06;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4903500677;12;16/02/2018;1;KIT;;0,00;5500000029;0000114342;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4903577211;1;16/02/2018;-1,300;KIT;;-28,10;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4903496987;1;15/02/2018;-1,938;KIT;;-41,27;;0000114342;SVC_JOBS
10000158;CTR ANTI-HCV PC ELEC 3ML ROCHE;D386;ALMX;101;;4903430782;15;15/02/2018;1;KIT;;0,00;5500000029;0000118805;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4903433963;1;14/02/2018;-0,428;KIT;;-9,11;;0000114342;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4903433961;1;13/02/2018;-0,130;KIT;;-2,77;;0000114342;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4903433960;1;12/02/2018;-0,358;KIT;;-7,62;;0000114342;F22144924880
10000158;CTR ANTI-HCV PC ELEC 3ML ROCHE;D386;ALMX;201;;4903310707;1;12/02/2018;-1;KIT;P01031D386;-63,43;;0000118805;F92465544187
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4903311540;1;12/02/2018;-5;PAC;P01181D386;-58,00;;0000125886;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4903433957;1;11/02/2018;-0,143;KIT;;-3,05;;0000114342;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4903433956;1;10/02/2018;-0,958;KIT;;-20,40;;0000114342;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4903100996;12;09/02/2018;3;KIT;;0,00;5500000029;0000114342;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4903101119;12;09/02/2018;4;KIT;;0,00;5300062327;0000114342;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4903433954;1;09/02/2018;-1,110;KIT;;-23,64;;0000114342;F22144924880
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4903100896;45;09/02/2018;27;PAC;;0,00;5500000029;0000125886;F03267469198
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4903102055;48;09/02/2018;3;PAC;;0,00;5300062327;0000125886;F00397070160
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4903102055;51;09/02/2018;47;PAC;;0,00;5300062327;0000126547;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4903433952;1;08/02/2018;-0,840;KIT;;-17,89;;0000114342;F22144924880
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4903013202;1;08/02/2018;-13;PAC;P01181D386;-150,80;;0000125886;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4903433950;1;07/02/2018;-0,495;KIT;;-10,54;;0000114342;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4903008961;1;07/02/2018;-0,055;KIT;;-1,11;;0000114342;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4902924568;1;07/02/2018;-25;PAC;P01181D386;-294,01;;0000122534;F92465544187
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4902924568;2;07/02/2018;-4;PAC;P01181D386;-47,04;;0000125886;F92465544187
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4902926053;45;07/02/2018;4;PAC;;0,00;5500000029;0000125886;F03267469198
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4902927205;48;07/02/2018;9;PAC;;0,00;5500000029;0000125886;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4902921235;1;06/02/2018;-0,528;KIT;;-10,69;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4902921207;1;06/02/2018;-0,003;KIT;;-0,06;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4902836478;1;05/02/2018;-0,378;KIT;;-7,65;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4902769542;1;04/02/2018;-0,130;KIT;;-2,63;;0000114342;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4902769524;1;03/02/2018;-0,370;KIT;;-7,49;;0000114342;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4902626493;1;02/02/2018;-1,029;KIT;;-20,82;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4902539929;6;02/02/2018;8;KIT;;0,00;5500000029;0000114342;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4902769510;1;02/02/2018;-0,536;KIT;;-10,85;;0000114342;F22144924880
10000158;CTR ANTI-HCV PC ELEC 3ML ROCHE;D386;ALMX;101;;4902540736;24;02/02/2018;1;KIT;;0,00;5500000029;0000118805;F00397070160
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4902540204;48;02/02/2018;4;PAC;;0,00;5500000029;0000125886;F03267469198
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4902540204;45;02/02/2018;25;PAC;;0,00;5500000029;0000122534;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4902536470;1;01/02/2018;-0,663;KIT;;-11,46;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4902451983;1;01/02/2018;-0,308;KIT;;-5,32;;0000114342;F22144924880
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4902436921;1;31/01/2018;-0,102;KIT;;-1,76;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4902336651;1;30/01/2018;-0,695;KIT;;-12,01;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4902245497;1;29/01/2018;-0,500;KIT;;-8,64;;0000114342;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4902181366;1;29/01/2018;-35;PAC;P01181D386;-431,04;;0000122398;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4902171638;1;28/01/2018;-0,175;KIT;;-3,02;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4902112860;1;27/01/2018;-0,523;KIT;;-9,04;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4902112847;1;27/01/2018;-0,003;KIT;;-0,05;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4902023639;1;26/01/2018;-0,745;KIT;;-12,87;;0000114342;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4901944595;2;26/01/2018;-5;PAC;P01182D386;-61,58;;0000122398;F00555101169
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4901928342;1;25/01/2018;-0,585;KIT;;-10,11;;0000114342;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4901849731;2;25/01/2018;-8;PAC;P01181D386;-98,53;;0000122398;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4901834394;1;24/01/2018;-0,745;KIT;;-12,87;;0000114342;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4901751724;1;24/01/2018;-1;PAC;P01181D386;-12,32;;0000122398;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4901746703;1;23/01/2018;-0,500;KIT;;-8,64;;0000114342;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4901657980;2;23/01/2018;-56;PAC;P01182D386;-689,67;;0000120250;F00555101169
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4901645175;1;22/01/2018;-0,513;KIT;;-8,86;;0000114342;SVC_JOBS
10000158;CTR ANTI-HCV PC ELEC 3ML ROCHE;D386;ALMX;101;;4901582848;9;22/01/2018;1;KIT;;0,00;5500000029;0000103895;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4901573180;1;21/01/2018;-0,128;KIT;;-2,21;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4901516549;1;20/01/2018;-0,375;KIT;;-6,48;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4901425547;1;19/01/2018;-0,428;KIT;;-7,40;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4901327431;1;18/01/2018;-0,450;KIT;;-7,78;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4901327356;1;18/01/2018;-0,003;KIT;;-0,05;;0000114342;SVC_JOBS
10000158;CTR ANTI-HCV PC ELEC 3ML ROCHE;D386;ALMX;201;;4901242925;1;18/01/2018;-1;KIT;P01031D386;-68,42;;0000103895;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4901229739;1;17/01/2018;-0,488;KIT;;-8,43;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4901130361;1;16/01/2018;-0,430;KIT;;-7,43;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4901037956;1;15/01/2018;-0,285;KIT;;-4,92;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4900966346;1;14/01/2018;-0,185;KIT;;-3,20;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4900911733;1;13/01/2018;-0,423;KIT;;-7,31;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4900732833;3;12/01/2018;5;KIT;;0,00;5300060341;0000114342;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4900822663;1;12/01/2018;-0,695;KIT;;-12,01;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4900722693;1;11/01/2018;-0,995;KIT;;-17,07;;0000114342;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4900605692;1;11/01/2018;-5;PAC;P01182D386;-61,58;;0000122398;F00555101169
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4900637788;1;10/01/2018;-1,353;KIT;;-23,21;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4900539308;1;09/01/2018;-1,923;KIT;;-32,99;;0000114342;SVC_JOBS
10000158;CTR ANTI-HCV PC ELEC 3ML ROCHE;D386;ALMX;201;;4900445951;2;09/01/2018;-1;KIT;P01031D386;-68,42;;0000103895;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4900436629;1;07/01/2018;-0,133;KIT;;-2,28;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4900385255;1;06/01/2018;-0,798;KIT;;-13,69;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4900300360;1;05/01/2018;-1,038;KIT;;-17,81;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4900211823;1;04/01/2018;-1,155;KIT;;-20,23;;0000114342;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4900139112;1;04/01/2018;-36;PAC;P01181D386;-443,37;;0000121115;F92465544187
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4900139112;2;04/01/2018;-10;PAC;P01181D386;-123,16;;0000122534;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4900127208;1;03/01/2018;-0,988;KIT;;-17,30;;0000114342;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4900064405;9;03/01/2018;11;KIT;;0,00;5500000029;0000114342;F00397070160
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4900064243;15;03/01/2018;51;PAC;;0,00;5500000029;0000122398;F00397070160
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4900064243;18;03/01/2018;10;PAC;;0,00;5500000029;0000122534;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4900067529;1;02/01/2018;-0,533;KIT;;-9,33;;0000114342;F31662627840
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4900010592;1;02/01/2018;-0,120;KIT;;-2,11;;0000107088;F31662627840
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4900010590;1;02/01/2018;-0,485;KIT;;-8,52;;0000107088;F31662627840
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4900010587;1;01/01/2018;-0,115;KIT;;-2,02;;0000107088;F31662627840
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4925535280;3;29/12/2017;8;KIT;;0,00;5300059536;0000114342;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4925606089;1;29/12/2017;-0,795;KIT;;-13,96;;0000107088;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4925524411;2;28/12/2017;-0,236;KIT;;-4,18;;0000107088;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4925524411;1;28/12/2017;-0,469;KIT;;-8,30;;0000106526;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4925455580;1;27/12/2017;-0,585;KIT;;-10,35;;0000106526;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4925370273;1;26/12/2017;-0,353;KIT;;-6,25;;0000106526;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4925370206;1;26/12/2017;-0,005;KIT;;-0,09;;0000106526;SVC_JOBS
