Estoque;Centro;Área MRP;Material;Descrição;Saldo;Saldo Disp.;Estoque p/Armazenar;UM;Preço Unit.;Valor Estoque;Est.Seg.(qtd);Pto Reab.;Tipo Material;Tipo MRP;Planejador MRP;Cobertura Estoque s/ entradas;Cobertura Estoque c/ entradas;Fornecedor;Descr. Forn.;Lead Time Total;Prazo Entrega Prevista (Dias);Tempo de Processamento EM;Código ABC;Tamanho do lote MRP;Tamanho mínimo lote;Tamanho máximo lote;Tamanho fixo do lote;Lote Multiplo;Estoque máximo;Perfil de Cobertura;Descrição do Perfil;Estoque Seg(MARC);Calendário de Planejamento;Descrição do Calendário;Centro Abastecedor;Grau atend. (%);Qtd em Pedido de Compras;Nec.DEZ/2019;Nec.JAN/2020;Nec.FEV/2020;Nec.MAR/2020;Nec.ABR/2020;Nec.MAI/2020;Mat.Verif.;Requisição;Item Requisição;Ord.Planej.;Data Remessa;Dt.Reprog.;Qtd RC / Ord.Plan;Qtd.Confirmada;Data Confirmada;Valor da Requisição;Ordens Planejadas;Contrato;Item do Contrato;Preço em Contrato;Faturamento Minimo Fornecedor;Centro com Excesso de Estoque;Cons.JAN/2019;Cons.FEV/2019;Cons.MAR/2019;Cons.ABR/2019;Cons.MAI/2019;Cons.JUN/2019;Cons.JUL/2019;Cons.AGO/2019;Cons.SET/2019;Cons.OUT/2019;Cons.NOV/2019;Cons.DEZ/2019;Pedido 1;Próxima Entrega;Dt. Conf. 1;Quantidade;Pedido 2;2a Entrega;Dt. Conf. 2;Quantidade;Pedido 3;3a Entrega;Dt. Conf. 3;Quantidade;Temp.Armaz.;Perfil MRP;Descrição Perfil MRP;Dias sem Saídas;Dias sem Entradas;Excesso Estoque;Quantidade em Excesso;Dias de Excesso de Estoque;Excesso de Estoque (pedido);Quantidade em Excesso (pedido);Dias em Execesso (pedido);Faturamento minimo;Quantidade em Separação;Stat.Mat.;Des.Status;Num.Mat.Fab.;Materiais Substituídos
;DA04;;10014121;SOL CLEANER CH 2X1,5L SIEMENS;11,000;11,000;0,000;UN;818,75;9.006,22;8,805;0,000;ZROH;PD;001;7,0;56,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;22,000;11,000;18,000;15,000;21,000;16,000;16,000;@3J@;1017227823;10;;12/02/2020;10/02/2020;3,000;0,000;;2.339,28;58,000;4600003697;5690;779,76;1.900,00;;18,000;19,000;2,000;12,000;5,000;0,000;15,000;20,000;16,000;23,000;16,000;14,000;4500311270;10/12/2019;;14,000;4500313098;18/12/2019;;2,000;4500313041;15/01/2020;;4,000;008;;;1;1;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;11099303;
;DA04;;10014122;CLB CICLOSPORINA CSA 2X2X2ML SIEMENS;4,000;4,000;0,000;UN;518,09;2.072,36;0,670;0,000;ZROH;PD;001;25,0;60,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;0,000;2,000;2,000;1,000;3,000;1,000;2,000;@3J@;1017181175;10;;22/01/2020;;1,000;0,000;;518,09;7,000;4600003697;5700;518,09;1.900,00;;1,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;1,000;1,000;;;;0,000;;;;0,000;;;;0,000;002;;;8;29;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10995549;
;DA04;;10014122;CLB CICLOSPORINA CSA 2X2X2ML SIEMENS;4,000;4,000;0,000;UN;518,09;2.072,36;0,670;0,000;ZROH;PD;001;25,0;60,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;0,000;2,000;2,000;1,000;3,000;1,000;2,000;@3J@;1017181176;10;;05/02/2020;;1,000;0,000;;518,09;7,000;4600003697;5700;518,09;1.900,00;;1,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;1,000;1,000;;;;0,000;;;;0,000;;;;0,000;002;;;8;29;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10995549;
;D969;;10014122;CLB CICLOSPORINA CSA 2X2X2ML SIEMENS;0,000;0,000;0,000;UN;518,09;0,00;0,248;0,000;ZROH;VV;005;0,0;16,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;1,000;0,915;2,002;1,716;2,145;1,716;1,716;@3J@;;0;;;;0,000;0,000;;0,00;11,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;1,000;1,000;5500001368;16/12/2019;31/12/9999;1,000;;;;0,000;;;;0,000;;;;329;349;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10995549;
;D969;;10014123;CICLOSPORINA CSA 2X26ML SIEMENS;0,000;0,000;0,000;UN;502,43;0,00;0,036;0,000;ZROH;VV;005;0,0;111,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;1,000;0,134;0,294;0,252;0,252;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;5500001368;16/12/2019;31/12/9999;1,000;;;;0,000;;;;0,000;;;;329;349;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10995552;
;DA04;;10014123;CICLOSPORINA CSA 2X26ML SIEMENS;3,000;3,000;0,000;UN;502,43;1.507,29;0,130;0,000;ZROH;PD;001;999,9;999,9;;;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;0,000;1,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;1,000;3,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;23;23;@0A@;3,000;975;@08@;0,000;0,0;;0,000;00;LIBERADO;10995552;
;DA04;;10014124;DILUENT 2X1,5L SIEMENS;68,000;66,000;0,000;UN;787,51;53.550,68;17,200;0,000;ZROH;PD;001;19,4;51,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;22,000;35,000;51,000;43,000;54,000;43,000;41,000;@3J@;1017227910;10;;22/01/2020;20/01/2020;11,000;0,000;;8.662,61;156,000;4600003697;5720;787,51;1.900,00;;0,000;35,000;13,000;26,000;34,000;24,000;65,000;44,000;49,000;55,000;39,000;30,000;4500313098;18/12/2019;;6,000;4500313041;15/01/2020;;10,000;4500315567;15/01/2020;;6,000;008;;;2;1;@08@;0,000;0;@08@;0,000;0,0;@08@;2,000;00;LIBERADO;11099300;
;DA04;;10014124;DILUENT 2X1,5L SIEMENS;68,000;66,000;0,000;UN;787,51;53.550,68;17,200;0,000;ZROH;PD;001;19,4;51,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;22,000;35,000;51,000;43,000;54,000;43,000;41,000;@3J@;1017227911;10;;29/01/2020;27/01/2020;10,000;0,000;;7.875,10;156,000;4600003697;5720;787,51;1.900,00;;0,000;35,000;13,000;26,000;34,000;24,000;65,000;44,000;49,000;55,000;39,000;30,000;4500313098;18/12/2019;;6,000;4500313041;15/01/2020;;10,000;4500315567;15/01/2020;;6,000;008;;;2;1;@08@;0,000;0;@08@;0,000;0,0;@08@;2,000;00;LIBERADO;11099300;
;DA04;;10014124;DILUENT 2X1,5L SIEMENS;68,000;66,000;0,000;UN;787,51;53.550,68;17,200;0,000;ZROH;PD;001;19,4;51,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;22,000;35,000;51,000;43,000;54,000;43,000;41,000;@3J@;1017227912;10;;05/02/2020;03/02/2020;10,000;0,000;;7.875,10;156,000;4600003697;5720;787,51;1.900,00;;0,000;35,000;13,000;26,000;34,000;24,000;65,000;44,000;49,000;55,000;39,000;30,000;4500313098;18/12/2019;;6,000;4500313041;15/01/2020;;10,000;4500315567;15/01/2020;;6,000;008;;;2;1;@08@;0,000;0;@08@;0,000;0,0;@08@;2,000;00;LIBERADO;11099300;
;DA04;;10014124;DILUENT 2X1,5L SIEMENS;68,000;66,000;0,000;UN;787,51;53.550,68;17,200;0,000;ZROH;PD;001;19,4;51,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;22,000;35,000;51,000;43,000;54,000;43,000;41,000;@3J@;1017227913;10;;12/02/2020;10/02/2020;11,000;0,000;;8.662,61;156,000;4600003697;5720;787,51;1.900,00;;0,000;35,000;13,000;26,000;34,000;24,000;65,000;44,000;49,000;55,000;39,000;30,000;4500313098;18/12/2019;;6,000;4500313041;15/01/2020;;10,000;4500315567;15/01/2020;;6,000;008;;;2;1;@08@;0,000;0;@08@;0,000;0,0;@08@;2,000;00;LIBERADO;11099300;
;D969;;10014124;DILUENT 2X1,5L SIEMENS;0,000;0,000;0,000;UN;302,89;0,00;6,300;0,000;ZROH;VV;005;0,0;17,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;27,000;23,733;50,917;43,500;54,375;43,500;43,500;@3J@;;0;;;;0,000;0,000;;0,00;260,000;;0;0,00;0,00;;0,000;31,000;13,000;26,000;34,000;24,000;65,000;44,000;49,000;55,000;39,000;30,000;5500001368;16/12/2019;31/12/9999;9,000;5300126144;17/12/2019;;2,000;5500001368;17/12/2019;31/12/9999;2,000;;;;329;390;@08@;0,000;0;@0A@;4,000;3,0;@08@;0,000;00;LIBERADO;11099300;
;DA04;;10014125;DILUENT A-LYTE IMT 2X1,5L SIEMENS;19,000;19,000;0,000;UN;1.392,50;26.457,50;1,730;0,000;ZROH;PD;001;73,0;110,0;;;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;0,000;4,000;5,000;4,000;5,000;4,000;4,000;@3J@;;0;;;;0,000;0,000;;0,00;10,000;;0;0,00;0,00;;15,000;12,000;0,000;18,000;0,000;18,000;4,000;4,000;4,000;7,000;5,000;0,000;;;;0,000;;;;0,000;;;;0,000;008;;;35;82;@0A@;8,304;48;@08@;0,000;0,0;;0,000;00;LIBERADO;11099305;
;D969;;10014125;DILUENT A-LYTE IMT 2X1,5L SIEMENS;0,000;0,000;0,000;UN;497,32;0,00;0,612;0,000;ZROH;VV;005;0,0;20,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;3,000;2,267;4,961;4,252;5,315;4,252;4,252;@3J@;;0;;;;0,000;0,000;;0,00;25,000;;0;0,00;0,00;;31,000;12,000;0,000;18,000;0,000;18,000;4,000;4,000;4,000;7,000;5,000;0,000;5500001368;16/12/2019;31/12/9999;1,000;5500001368;17/12/2019;31/12/9999;1,000;5500001368;23/12/2019;31/12/9999;1,000;;;;330;342;@08@;0,000;0;@0A@;1,000;7,0;@08@;0,000;00;LIBERADO;11099305;
;DA04;;10014126;DILUENT RING 5 SEGMENT 23CUV SIEMENS;17,000;17,000;0,000;UN;108,93;1.851,86;0,670;0,000;ZROH;PD;001;999,9;999,9;;;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;0,000;2,000;1,000;2,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;8,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;006;;;309;292;@0A@;17,000;975;@08@;0,000;0,0;;0,000;00;LIBERADO;11099327;
;D969;;10014126;DILUENT RING 5 SEGMENT 23CUV SIEMENS;0,000;0,000;0,000;UN;35,39;0,00;0,216;0,000;ZROH;VV;005;0,0;19,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;1,000;0,800;1,750;1,500;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;4,000;;0;0,00;0,00;;0,000;8,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5500001368;16/12/2019;31/12/9999;1,000;;;;0,000;;;;0,000;;;;329;352;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;11099327;
;DA04;;10014127;CLB ENZ1 6X2,5ML SIEMENS;4,000;4,000;0,000;UN;4.627,32;18.509,28;1,560;0,000;ZROH;PD;001;40,0;40,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;0,000;0,000;0,000;5,000;5,000;4,000;4,000;@3J@;1017181288;10;;05/02/2020;;1,000;0,000;;4.627,32;16,000;4600003697;5750;4.627,32;1.900,00;;0,000;5,000;4,000;3,000;0,000;0,000;0,000;3,000;0,000;0,000;0,000;1,000;;;;0,000;;;;0,000;;;;0,000;002;;;9;105;@0A@;2,340;15;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;11099317;
;D969;;10014127;CLB ENZ1 6X2,5ML SIEMENS;0,000;0,000;0,000;UN;4.627,32;0,00;0,576;0,000;ZROH;VV;005;0,0;0,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;4,000;5,000;4,000;4,000;@3J@;;0;;;;0,000;0,000;;0,00;20,000;;0;0,00;0,00;;0,000;3,000;4,000;3,000;0,000;0,000;0,000;3,000;0,000;0,000;0,000;1,000;;;;0,000;;;;0,000;;;;0,000;;;;376;378;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;11099317;
;D969;;10014128;CLB ENZ2 6X1,5ML SIEMENS;0,000;0,000;0,000;UN;2.249,39;0,00;0,096;0,000;ZROH;VV;005;0,0;42,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;1,000;0,357;0,779;0,668;3,334;4,000;4,000;@3J@;;0;;;;0,000;0,000;;0,00;15,000;;0;0,00;0,00;;0,000;0,000;3,000;0,000;2,000;0,000;2,000;0,000;0,000;0,000;0,000;1,000;5500001368;16/12/2019;31/12/9999;1,000;;;;0,000;;;;0,000;;;;329;427;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;11099318;
;DA04;;10014128;CLB ENZ2 6X1,5ML SIEMENS;7,000;7,000;0,000;UN;2.249,39;15.745,73;0,400;0,000;ZROH;PD;001;73,0;250,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;3,000;1,000;1,000;1,000;3,000;4,000;4,000;@3J@;1017228046;10;;12/02/2020;;1,000;0,000;;2.249,39;13,000;4600003697;5760;2.249,39;1.900,00;;0,000;2,000;3,000;0,000;2,000;0,000;2,000;0,000;0,000;0,000;0,000;1,000;4500315774;08/01/2020;;2,000;4500315774;08/01/2020;;1,000;;;;0,000;002;;;9;202;@0A@;1,920;48;@0A@;7,000;175,0;@08@;0,000;00;LIBERADO;11099318;
;D969;;10014129;CLB CREATINOQUINASE 6X2ML SIEMENS;0,000;0,000;0,000;UN;372,50;0,00;0,144;0,000;ZROH;VV;005;0,0;28,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;1,000;0,533;1,167;1,000;5,000;4,000;4,000;@3J@;;0;;;;0,000;0,000;;0,00;17,000;;0;0,00;0,00;;0,000;1,000;3,000;2,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;2,000;5500001368;16/12/2019;31/12/9999;1,000;;;;0,000;;;;0,000;;;;329;363;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;11099319;
;DA04;;10014129;CLB CREATINOQUINASE 6X2ML SIEMENS;2,000;2,000;0,000;UN;372,50;745,00;0,530;0,000;ZROH;PD;001;9,0;57,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;1,000;1,000;2,000;1,000;5,000;4,000;4,000;@3J@;1017181341;10;;22/01/2020;;1,000;0,000;;372,50;15,000;4600003697;5770;372,50;1.900,00;;0,000;3,000;3,000;2,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;2,000;4500313098;18/12/2019;;1,000;;;;0,000;;;;0,000;001;;;9;37;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;11099319;
;D969;;10014130;CLB FRUTOSAMINA 3X1ML SIEMENS;0,000;0,000;0,000;UN;1.575,99;0,00;0,072;0,000;ZROH;VV;005;0,0;56,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;1,000;0,267;0,583;0,500;0,625;0,500;0,500;@3J@;;0;;;;0,000;0,000;;0,00;3,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;1,000;0,000;1,000;0,000;0,000;0,000;1,000;5500001368;16/12/2019;31/12/9999;1,000;;;;0,000;;;;0,000;;;;329;349;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;11099432;
;DA04;;10014130;CLB FRUTOSAMINA 3X1ML SIEMENS;1,000;1,000;0,000;UN;1.575,99;1.575,99;0,270;0,000;ZROH;PD;001;-1,0;74,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;1,000;1,000;0,000;1,000;1,000;0,000;1,000;@3J@;1017228108;10;;29/01/2020;;1,000;0,000;;1.575,99;2,000;4600003697;5780;1.575,99;1.900,00;;1,000;2,000;0,000;0,000;0,000;1,000;0,000;1,000;0,000;0,000;0,000;1,000;4500315774;08/01/2020;;1,000;;;;0,000;;;;0,000;002;;;13;51;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;11099432;
;DA04;;10014131;CLB HOMOCISTEINA 2X2X2ML SIEMENS;0,000;0,000;0,000;UN;113,68;0,00;0,530;0,000;ZROH;PD;001;0,0;57,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;3,000;1,000;1,000;2,000;1,000;1,000;1,000;@3J@;1017228227;10;;29/01/2020;;1,000;0,000;;227,37;5,000;4600003697;5790;227,37;1.900,00;;1,000;3,000;1,000;0,000;0,000;1,000;1,000;0,000;2,000;1,000;0,000;1,000;4500311261;16/12/2019;;3,000;;;;0,000;;;;0,000;002;;;5;5;@08@;0,000;0;@0A@;1,000;19,0;@08@;0,000;00;LIBERADO;10995498;
;D969;;10014131;CLB HOMOCISTEINA 2X2X2ML SIEMENS;0,000;0,000;0,000;UN;227,37;0,00;0,152;0,000;ZROH;VV;005;0,0;26,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;1,000;0,320;1,332;1,232;1,540;1,232;1,232;@3J@;;0;;;;0,000;0,000;;0,00;7,000;;0;0,00;0,00;;0,000;1,000;1,000;0,000;0,000;1,000;1,000;0,000;2,000;1,000;0,000;1,000;5500001368;16/12/2019;31/12/9999;1,000;;;;0,000;;;;0,000;;;;292;331;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10995498;
;DA04;;10014132;LAMP COOLANT 1X250ML SIEMENS;2,000;2,000;0,000;UN;715,40;1.430,80;0,270;0,000;ZROH;PD;001;30,0;111,0;0020008980;SIEMENS HEALTHCARE DIAGNOSTICOS S/A;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;1,000;1,000;0,000;1,000;1,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;1,000;;0;0,00;1.900,00;;2,000;1,000;0,000;0,000;0,000;0,000;2,000;0,000;0,000;0,000;0,000;0,000;4500313041;15/01/2020;;1,000;;;;0,000;;;;0,000;008;;;37;16;@0A@;0,135;5;@0A@;1,000;37,0;@08@;0,000;00;LIBERADO;11099307;
;D969;;10014132;LAMP COOLANT 1X250ML SIEMENS;0,000;0,000;0,000;UN;280,48;0,00;0,072;0,000;ZROH;VV;005;0,0;56,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;1,000;0,267;0,583;0,500;0,625;0,500;0,250;@3J@;;0;;;;0,000;0,000;;0,00;2,000;;0;0,00;0,00;;0,000;1,000;0,000;0,000;0,000;0,000;2,000;0,000;0,000;0,000;0,000;0,000;5500001368;16/12/2019;31/12/9999;1,000;;;;0,000;;;;0,000;;;;329;344;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;11099307;
;DA04;;10014133;CLB LIPOPROTEINA 5X1ML SIEMENS;6,000;6,000;0,000;UN;2.311,40;13.868,40;0,330;0,000;ZROH;PD;001;999,9;999,9;;;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;0,000;0,000;1,000;1,000;1,000;1,000;1,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;1,000;2,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;1,000;;;;0,000;;;;0,000;;;;0,000;002;;;9;16;@0A@;6,000;975;@08@;0,000;0,0;;0,000;00;LIBERADO;11099433;
;D969;;10014133;CLB LIPOPROTEINA 5X1ML SIEMENS;0,000;0,000;0,000;UN;2.311,40;0,00;0,116;0,000;ZROH;VV;005;0,0;0,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,800;0,800;1,000;0,800;0,800;@3J@;;0;;;;0,000;0,000;;0,00;5,000;;0;0,00;0,00;;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;1,000;;;;0,000;;;;0,000;;;;0,000;;;;329;349;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;11099433;
;DA04;;10014134;REACTION RING 5 SEGMENT 17CUV SIEMENS;19,000;19,000;0,000;UN;151,30;2.874,77;1,470;0,000;ZROH;PD;001;86,0;129,0;;;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;0,000;3,000;4,000;4,000;4,000;4,000;3,000;@3J@;;0;;;;0,000;0,000;;0,00;6,000;;0;0,00;0,00;;4,000;1,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;9,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;008;;;2;58;@0A@;8,967;61;@08@;0,000;0,0;;0,000;00;LIBERADO;11099326;
;D969;;10014134;REACTION RING 5 SEGMENT 17CUV SIEMENS;0,000;0,000;0,000;UN;80,68;0,00;0,520;0,000;ZROH;VV;005;0,0;23,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;3,000;1,920;4,200;3,600;4,500;3,600;3,600;@3J@;;0;;;;0,000;0,000;;0,00;21,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;9,000;0,000;0,000;5500001368;16/12/2019;31/12/9999;1,000;5500001368;18/12/2019;31/12/9999;1,000;5500001368;26/12/2019;31/12/9999;1,000;;;;329;344;@08@;0,000;0;@0A@;1,000;8,0;@08@;0,000;00;LIBERADO;11099326;
;D969;;10014135;STAINL STEEL NEEDL WITH HOLDER SIEMENS;0,000;0,000;0,000;UN;930,35;0,00;0,000;0,000;ZROH;ND;005;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;7,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;329;354;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;10287182;
;DA04;;10014135;STAINL STEEL NEEDL WITH HOLDER SIEMENS;0,000;0,000;0,000;UN;930,35;0,00;0,000;0,000;ZROH;ND;001;0,0;0,0;;;15;11;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;QAS;FORN. QUA - SEMANAL;;99,0;0,000;7,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;008;;;305;329;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;10287182;
